4 75 0.124533
0.568782 0.446039 0.046384 0.008195 
0.652930 0.780658 0.546815 0.773877 
0.540362 0.890898 0.340600 0.378198 
0.706330 0.534925 0.330210 0.122431 
0.018010 0.437653 0.766381 0.531266 
0.604029 0.045693 0.386902 0.405348 
0.169757 0.250227 0.828431 0.947498 
0.932577 0.980843 0.529258 0.504188 
0.127730 0.841499 0.950611 0.081628 
0.433645 0.810565 0.362415 0.936987 
0.548895 0.621732 0.536503 0.430751 
0.382530 0.512493 0.124091 0.534491 
0.370141 0.147255 0.580093 0.303345 
0.034083 0.305968 0.571653 0.810148 
0.623803 0.063272 0.274172 0.078641 
0.848361 0.523542 0.355431 0.983540 
0.671657 0.740981 0.243360 0.826614 
0.984186 0.691370 0.292391 0.114486 
0.071374 0.603970 0.167430 0.617676 
0.684945 0.818712 0.801605 0.399660 
0.116366 0.929515 0.505202 0.570065 
0.002389 0.577939 0.673974 0.901257 
0.064051 0.112754 0.647226 0.183437 
0.269291 0.896930 0.475111 0.282134 
0.867233 0.907022 0.087373 0.235646 
0.153469 0.254949 0.076435 0.194280 
0.399138 0.236509 0.444058 0.849997 
0.082007 0.659376 0.319834 0.057990 
0.205030 0.025261 0.296885 0.100342 
0.309439 0.549985 0.144460 0.208042 
0.970574 0.392139 0.490919 0.596824 
0.140833 0.386660 0.235018 0.862889 
0.804399 0.764241 0.509137 0.276729 
0.226518 0.462390 0.816036 0.251195 
0.244261 0.426488 0.431934 0.216205 
0.326557 0.997728 0.721245 0.492461 
0.791856 0.194329 0.023310 0.340076 
0.662461 0.400268 0.424822 0.704003 
0.531643 0.327359 0.453383 0.041458 
0.892453 0.136566 0.175228 0.665210 
0.291481 0.084764 0.157769 0.458540 
0.352486 0.223369 0.001745 0.729020 
0.410043 0.719175 0.845482 0.257709 
0.475970 0.310387 0.199796 0.315166 
0.342448 0.703472 0.753174 0.961512 
0.499084 0.878625 0.063535 0.425402 
0.595919 0.970473 0.858260 0.997489 
0.833964 0.161175 0.028578 0.020196 
0.992259 0.958532 0.965369 0.687312 
0.901211 0.573039 0.986341 0.152391 
0.820437 0.273566 0.620800 0.138064 
0.753943 0.729963 0.883103 0.744379 
0.423194 0.939010 0.942523 0.716469 
0.481590 0.203068 0.898070 0.834489 
0.936138 0.360326 0.718274 0.870449 
0.196545 0.856296 0.660418 0.793199 
0.254177 0.484084 0.871968 0.753546 
0.631921 0.282598 0.116054 0.603891 
0.176059 0.752588 0.920954 0.553940 
0.519454 0.796001 0.593888 0.169164 
0.577447 0.501044 0.742779 0.772192 
0.302377 0.675339 0.264729 0.922614 
0.862771 0.592888 0.685484 0.034690 
0.775671 0.356321 0.988699 0.912669 
0.044455 0.339954 0.383526 0.477076 
0.229157 0.653215 0.610242 0.509091 
0.959700 0.105975 0.629313 0.668280 
0.094510 0.833510 0.205075 0.362855 
0.919231 0.478719 0.095818 0.577482 
0.742452 0.630767 0.401759 0.450554 
0.764423 0.173415 0.914582 0.632815 
0.462528 0.067269 0.775150 0.326482 
0.448853 0.000659 0.701805 0.640200 
0.707030 0.130814 0.218369 0.891660 
0.724307 0.032458 0.789859 0.358274 
