4 500 0.034786
0.257821 0.671518 0.897443 0.433027 
0.784274 0.497647 0.337977 0.726775 
0.308743 0.568000 0.701541 0.908058 
0.928819 0.434732 0.580725 0.802960 
0.621504 0.988745 0.815849 0.271336 
0.399260 0.064221 0.264947 0.526390 
0.573200 0.630616 0.875343 0.728923 
0.562492 0.210073 0.298010 0.998141 
0.794404 0.678870 0.991540 0.974571 
0.992612 0.320967 0.982618 0.774456 
0.940777 0.838730 0.286725 0.561573 
0.416827 0.049406 0.855906 0.410446 
0.431691 0.862083 0.088036 0.912882 
0.409031 0.430178 0.184911 0.846998 
0.168887 0.121793 0.106322 0.663489 
0.659869 0.959964 0.117578 0.804446 
0.681652 0.589407 0.935465 0.238622 
0.885733 0.565359 0.283857 0.976502 
0.613832 0.141344 0.175011 0.334692 
0.396319 0.143762 0.062252 0.178922 
0.212091 0.559525 0.544816 0.542086 
0.757538 0.352940 0.271720 0.381361 
0.073528 0.237979 0.554230 0.869392 
0.350943 0.274350 0.693002 0.849502 
0.768552 0.946775 0.584343 0.058162 
0.513654 0.825531 0.665422 0.537443 
0.968771 0.418655 0.582341 0.463335 
0.991713 0.397878 0.358102 0.417180 
0.366272 0.209948 0.994914 0.426558 
0.481382 0.893658 0.312953 0.660067 
0.890438 0.574405 0.932381 0.712684 
0.859376 0.316169 0.490305 0.503876 
0.661999 0.922069 0.797124 0.022804 
0.111194 0.506394 0.715444 0.871682 
0.753408 0.246044 0.002864 0.081856 
0.598270 0.107520 0.758000 0.098198 
0.565751 0.718649 0.154560 0.762768 
0.754151 0.737310 0.880688 0.721362 
0.637504 0.592553 0.102598 0.496103 
0.952921 0.944197 0.243545 0.044768 
0.913040 0.348100 0.821942 0.616443 
0.532099 0.009644 0.266913 0.224022 
0.403432 0.697084 0.631811 0.018920 
0.817104 0.855120 0.655004 0.473512 
0.036490 0.297434 0.198201 0.623557 
0.642593 0.030104 0.126421 0.744359 
0.893986 0.313562 0.399684 0.015755 
0.245457 0.707464 0.478623 0.041434 
0.255746 0.522344 0.889674 0.147234 
0.727468 0.119020 0.059621 0.568973 
0.343141 0.255490 0.541187 0.499261 
0.867693 0.197668 0.919869 0.203863 
0.690769 0.841946 0.804318 0.394136 
0.053507 0.301870 0.898943 0.208206 
0.225955 0.738964 0.548734 0.233948 
0.923214 0.538507 0.734200 0.283950 
0.406747 0.705704 0.633813 0.711102 
0.291284 0.921938 0.269555 0.125936 
0.099518 0.896543 0.925841 0.918406 
0.426315 0.978067 0.021383 0.683597 
0.716607 0.467813 0.101206 0.108761 
0.977287 0.171936 0.028785 0.453595 
0.763505 0.481011 0.158361 0.706346 
0.353604 0.122722 0.443769 0.247834 
0.669963 0.806580 0.893940 0.901243 
0.438872 0.969530 0.852575 0.984435 
0.252267 0.280567 0.246159 0.907069 
0.134967 0.910954 0.944804 0.538902 
0.161436 0.062089 0.660361 0.601476 
0.195103 0.373607 0.628810 0.955096 
0.678421 0.220001 0.470273 0.956689 
0.379680 0.439960 0.288879 0.621424 
0.847352 0.080988 0.779113 0.586143 
0.441209 0.514872 0.427560 0.936322 
0.335024 0.072415 0.666062 0.905044 
0.521898 0.628838 0.362716 0.781860 
0.711908 0.722140 0.451167 0.876241 
0.822517 0.446532 0.121350 0.997229 
0.743774 0.137934 0.030526 0.258913 
0.317873 0.449256 0.710649 0.734214 
0.240692 0.267605 0.454510 0.353223 
0.787036 0.687949 0.656308 0.347224 
0.592884 0.005696 0.164198 0.944451 
0.384613 0.819311 0.792513 0.787691 
0.570801 0.248749 0.790222 0.404998 
0.961202 0.909371 0.621598 0.142024 
0.152733 0.657477 0.873202 0.966720 
0.070861 0.865908 0.022635 0.676796 
0.782608 0.450642 0.786840 0.460372 
0.201337 0.131840 0.177441 0.812551 
0.322946 0.463753 0.433614 0.391697 
0.299739 0.200377 0.838890 0.053575 
0.014167 0.952056 0.726361 0.486442 
0.150777 0.002139 0.588650 0.946602 
0.216950 0.257366 0.938056 0.917594 
0.314613 0.374061 0.612921 0.251432 
0.164983 0.426266 0.878486 0.583195 
0.733871 0.829660 0.671000 0.671578 
0.957003 0.540934 0.431084 0.765963 
0.767253 0.987550 0.587082 0.331427 
0.484493 0.545711 0.638261 0.822610 
0.228331 0.308093 0.136657 0.430752 
0.456028 0.681705 0.181136 0.964811 
0.284975 0.470158 0.916027 0.376472 
0.515700 0.586890 0.380316 0.438527 
0.604458 0.730477 0.946606 0.420960 
0.043337 0.355724 0.223953 0.194114 
0.339142 0.729207 0.212102 0.020832 
0.230835 0.498458 0.142450 0.633589 
0.576763 0.493840 0.901292 0.533805 
0.909962 0.069002 0.964050 0.361467 
0.272012 0.727448 0.071254 0.681654 
0.337329 0.992909 0.559238 0.132946 
0.017189 0.212251 0.438089 0.470389 
0.874819 0.390681 0.954285 0.129052 
0.237488 0.904934 0.066791 0.953539 
0.346232 0.956546 0.599150 0.523223 
0.771806 0.485482 0.285885 0.158836 
0.122816 0.097823 0.218454 0.949345 
0.461599 0.789453 0.278512 0.480935 
0.056339 0.408157 0.923675 0.740839 
0.761635 0.844493 0.403212 0.336177 
0.413715 0.623374 0.082565 0.389356 
0.703636 0.771965 0.193287 0.879083 
0.173933 0.219151 0.461613 0.029464 
0.898244 0.085547 0.573695 0.674000 
0.722129 0.842825 0.012102 0.447459 
0.488413 0.286343 0.851055 0.016540 
0.115162 0.525548 0.240505 0.296069 
0.758386 0.759791 0.712941 0.860161 
0.149404 0.458154 0.153240 0.782243 
0.528528 0.399861 0.220417 0.342153 
0.699497 0.585178 0.575687 0.674756 
0.596293 0.363511 0.721864 0.807146 
0.567482 0.528423 0.323646 0.604230 
0.109172 0.547166 0.145240 0.037574 
0.318494 0.747064 0.293132 0.649717 
0.684840 0.879084 0.885618 0.580066 
0.902718 0.724200 0.302671 0.318711 
0.300282 0.082526 0.125111 0.010524 
0.424045 0.332473 0.867611 0.519628 
0.321181 0.894755 0.487653 0.756719 
0.894292 0.001001 0.169557 0.572625 
0.087050 0.936614 0.516745 0.888378 
0.475123 0.665679 0.565634 0.217425 
0.287185 0.204343 0.634304 0.669106 
0.221111 0.389886 0.357132 0.116492 
0.632955 0.866032 0.551618 0.378543 
0.871580 0.259989 0.114940 0.206066 
0.672390 0.808107 0.253179 0.362730 
0.206027 0.984264 0.624334 0.693544 
0.803623 0.360385 0.930445 0.839534 
0.491291 0.602679 0.832417 0.115932 
0.833692 0.856736 0.342094 0.881303 
0.989037 0.028355 0.344540 0.506870 
0.538041 0.494948 0.296477 0.012538 
0.311573 0.038216 0.481472 0.645688 
0.557374 0.026057 0.929836 0.730419 
0.184723 0.269615 0.072325 0.809668 
0.182576 0.666345 0.256253 0.485297 
0.985029 0.943859 0.050523 0.182168 
0.196113 0.357163 0.456046 0.690674 
0.422301 0.782330 0.941581 0.215405 
0.001082 0.306247 0.953809 0.407145 
0.955342 0.991667 0.761065 0.811292 
0.157645 0.060006 0.956252 0.903074 
0.106777 0.634088 0.659186 0.006599 
0.443699 0.149213 0.437860 0.437871 
0.594069 0.452316 0.784426 0.056490 
0.130696 0.536372 0.448292 0.091881 
0.021989 0.821001 0.566156 0.566295 
0.914378 0.436124 0.068613 0.046225 
0.435318 0.250069 0.009363 0.821442 
0.482468 0.765829 0.826272 0.962769 
0.700321 0.379101 0.951555 0.248469 
0.883561 0.961566 0.811639 0.175081 
0.038809 0.980566 0.488428 0.455162 
0.561398 0.934919 0.216888 0.241744 
0.587500 0.036351 0.389274 0.929519 
0.503304 0.802260 0.860744 0.008793 
0.935939 0.513368 0.260667 0.005061 
0.465767 0.576781 0.172345 0.145356 
0.973166 0.157622 0.187594 0.100895 
0.083477 0.571273 0.980498 0.837693 
0.869849 0.057579 0.807407 0.911943 
0.265572 0.323139 0.895493 0.213964 
0.297750 0.432692 0.032048 0.451816 
0.180518 0.454070 0.203993 0.993126 
0.069290 0.836637 0.411626 0.325295 
0.901589 0.793392 0.113814 0.078671 
0.925001 0.616545 0.937743 0.265396 
0.302372 0.715082 0.539612 0.550223 
0.093520 0.641386 0.619714 0.656851 
0.942393 0.702579 0.601303 0.524308 
0.979817 0.950809 0.730582 0.415323 
0.370864 0.138358 0.328901 0.027455 
0.288049 0.785398 0.747311 0.981654 
0.174199 0.179554 0.393412 0.599530 
0.741020 0.663787 0.149629 0.051087 
0.838985 0.443022 0.646725 0.309908 
0.332836 0.007261 0.817496 0.597491 
0.819074 0.079038 0.129059 0.398486 
0.810169 0.385336 0.044551 0.570088 
0.880299 0.766545 0.750772 0.104671 
0.377335 0.278136 0.141868 0.373109 
0.777984 0.573941 0.505866 0.801416 
0.534781 0.175807 0.663441 0.852574 
0.800083 0.963481 0.325080 0.189086 
0.611762 0.851026 0.005071 0.196134 
0.405638 0.608982 0.151380 0.742324 
0.136544 0.915783 0.463884 0.153911 
0.089275 0.530905 0.890943 0.401809 
0.524233 0.272093 0.208925 0.771240 
0.312734 0.043347 0.966829 0.739305 
0.737762 0.684604 0.019186 0.714944 
0.547737 0.429855 0.518008 0.553714 
0.848408 0.551563 0.024462 0.255774 
0.421420 0.994646 0.419428 0.367320 
