4 50 0.156431
0.081269 0.081657 0.719288 0.055662 
0.950979 0.680021 0.881865 0.877488 
0.275044 0.392437 0.286980 0.243714 
0.731277 0.444249 0.377520 0.181437 
0.031108 0.600705 0.571617 0.303400 
0.296439 0.516016 0.741387 0.101570 
0.068872 0.100664 0.187508 0.277465 
0.425857 0.472279 0.122325 0.717076 
0.170864 0.740692 0.015921 0.697648 
0.716362 0.802864 0.592286 0.732657 
0.370998 0.243045 0.506416 0.011185 
0.106657 0.925010 0.668937 0.351772 
0.644840 0.280592 0.323716 0.577726 
0.001184 0.214652 0.052782 0.611897 
0.789867 0.322886 0.238372 0.895491 
0.046270 0.237910 0.772508 0.965991 
0.327609 0.586222 0.077216 0.143744 
0.566443 0.186081 0.837904 0.416092 
0.742879 0.946905 0.912800 0.800802 
0.214657 0.263250 0.869260 0.639598 
0.497924 0.963608 0.091217 0.336464 
0.663769 0.712605 0.115531 0.129597 
0.686293 0.916412 0.178526 0.646387 
0.633347 0.869017 0.659518 0.371982 
0.830320 0.433173 0.988481 0.441630 
0.869673 0.134099 0.458193 0.789400 
0.929696 0.051393 0.797026 0.768822 
0.340448 0.647856 0.460450 0.852678 
0.198319 0.635654 0.978995 0.546839 
0.606829 0.678227 0.489535 0.536317 
0.446605 0.173589 0.932478 0.062362 
0.919013 0.401672 0.614060 0.997521 
0.771083 0.727292 0.437773 0.224482 
0.312268 0.159938 0.394637 0.517781 
0.994631 0.839410 0.639926 0.471796 
0.842403 0.570738 0.209146 0.662944 
0.403852 0.305418 0.533294 0.489673 
0.540870 0.375060 0.022791 0.031743 
0.125602 0.797611 0.946369 0.208303 
0.380120 0.349087 0.684388 0.912827 
0.460680 0.853493 0.840610 0.093604 
0.245978 0.987452 0.415356 0.935879 
0.503016 0.036282 0.550721 0.755002 
0.884608 0.008705 0.805498 0.384262 
0.238584 0.771776 0.265884 0.287629 
0.157022 0.549997 0.301316 0.593793 
0.583727 0.071071 0.355152 0.178139 
0.531400 0.535826 0.732155 0.424461 
0.965749 0.886537 0.146617 0.955290 
0.803121 0.483252 0.256459 0.823185 
