4 100 0.096396
0.561344 0.185061 0.735181 0.392677 
0.293808 0.266975 0.689554 0.285627 
0.654898 0.280860 0.717094 0.611812 
0.912942 0.146691 0.622234 0.383598 
0.531327 0.795196 0.019629 0.779201 
0.326140 0.070060 0.467639 0.046864 
0.931354 0.888654 0.058977 0.444011 
0.644882 0.134790 0.130297 0.816181 
0.867975 0.739834 0.527468 0.306447 
0.144815 0.195177 0.656891 0.358312 
0.034277 0.316597 0.185681 0.519084 
0.999769 0.820532 0.560983 0.753273 
0.309019 0.959200 0.274135 0.424226 
0.514297 0.382779 0.149179 0.953126 
0.472864 0.512529 0.860778 0.314476 
0.876705 0.114087 0.612900 0.063944 
0.156908 0.561116 0.428657 0.911054 
0.788738 0.555964 0.063524 0.412770 
0.085080 0.576864 0.088126 0.993465 
0.906035 0.535569 0.704555 0.124374 
0.504356 0.233595 0.876130 0.845828 
0.583430 0.416299 0.476693 0.007829 
0.319294 0.026294 0.070408 0.330383 
0.851391 0.399849 0.450950 0.788809 
0.438720 0.727651 0.107015 0.450564 
0.943530 0.051472 0.645530 0.702637 
0.393979 0.924224 0.348295 0.133822 
0.573245 0.468950 0.748005 0.198358 
0.204275 0.938536 0.885069 0.110017 
0.370938 0.278282 0.856670 0.269987 
0.689088 0.905881 0.699772 0.276006 
0.499476 0.097944 0.319783 0.377506 
0.161585 0.470845 0.040440 0.597779 
0.779475 0.033459 0.809875 0.962558 
0.388308 0.452666 0.517073 0.743194 
0.486506 0.768939 0.830356 0.464668 
0.117050 0.327477 0.842953 0.182594 
0.527082 0.602396 0.303366 0.888382 
0.240865 0.247102 0.175625 0.867209 
0.765773 0.701781 0.750510 0.163907 
0.357895 0.683734 0.824230 0.225147 
0.186142 0.679928 0.326509 0.050764 
0.894763 0.429636 0.487474 0.324503 
0.345915 0.168423 0.769308 0.575224 
0.880051 0.717920 0.961895 0.179514 
0.556322 0.972155 0.369554 0.799270 
0.668868 0.962138 0.209316 0.243215 
0.054566 0.508323 0.356699 0.290157 
0.413109 0.804464 0.668809 0.715510 
0.132274 0.301509 0.241691 0.088284 
0.404402 0.352234 0.227735 0.239932 
0.595404 0.982277 0.093241 0.540540 
0.790324 0.228219 0.128845 0.258808 
0.287712 0.528016 0.779885 0.676782 
0.924982 0.017926 0.034924 0.624495 
0.544319 0.896333 0.947158 0.149271 
0.226958 0.630916 0.578254 0.362231 
0.699127 0.218712 0.418737 0.981557 
0.616524 0.662391 0.585826 0.208284 
0.453890 0.047895 0.951976 0.099187 
0.706073 0.644338 0.558367 0.831625 
0.837896 0.203109 0.929420 0.737202 
0.008024 0.296553 0.388300 0.904229 
0.049526 0.610375 0.722252 0.153404 
0.679213 0.436310 0.231726 0.686062 
0.079935 0.860583 0.375757 0.893448 
0.261939 0.755874 0.167893 0.828698 
0.444360 0.621186 0.196057 0.078889 
0.177974 0.998092 0.632524 0.975645 
0.123516 0.588805 0.027432 0.347513 
0.106912 0.488785 0.508271 0.602557 
0.423406 0.599541 0.602954 0.761530 
0.811531 0.831252 0.595015 0.660413 
0.754725 0.840564 0.781488 0.809009 
0.804007 0.657266 0.007291 0.852377 
0.252203 0.815901 0.999331 0.439315 
0.194442 0.250483 0.911231 0.555186 
0.745035 0.170166 0.219098 0.521303 
0.621373 0.121158 0.408943 0.107938 
0.710029 0.002718 0.441271 0.646897 
0.844127 0.946873 0.332701 0.028911 
0.274877 0.910824 0.932675 0.876068 
0.735346 0.748248 0.287104 0.487957 
0.826347 0.375756 0.796285 0.404074 
0.965431 0.341559 0.261345 0.037560 
0.028691 0.154020 0.670604 0.934464 
0.016343 0.069248 0.394782 0.011459 
0.630093 0.364506 0.435712 0.497367 
0.337157 0.089246 0.499326 0.725179 
0.469984 0.443163 0.982598 0.478593 
0.090646 0.850106 0.901577 0.690565 
0.236452 0.540930 0.970274 0.923117 
0.213990 0.105111 0.295873 0.507793 
0.069470 0.782346 0.115907 0.585088 
0.973480 0.699214 0.159527 0.655903 
0.721452 0.494531 0.813986 0.943559 
0.988383 0.771384 0.892055 0.631233 
0.601117 0.876499 0.536055 0.531487 
0.958601 0.402842 0.257003 0.564441 
0.366536 0.338846 0.549437 0.212703 
