4 250 0.053435
0.253551 0.551546 0.327650 0.642034 
0.388184 0.052290 0.268567 0.700188 
0.060879 0.474787 0.851527 0.382325 
0.194455 0.447609 0.917415 0.041892 
0.764858 0.865709 0.152974 0.921411 
0.422396 0.030893 0.784133 0.843153 
0.362785 0.417858 0.472127 0.370337 
0.621327 0.059271 0.829574 0.057301 
0.516502 0.709338 0.064952 0.569020 
0.514061 0.352735 0.089301 0.746134 
0.376855 0.235279 0.182027 0.892892 
0.675977 0.614809 0.967584 0.079609 
0.185709 0.948245 0.471311 0.558959 
0.617968 0.938226 0.184696 0.163511 
0.437439 0.620126 0.591305 0.373239 
0.867433 0.071950 0.281591 0.505923 
0.593644 0.204589 0.262286 0.665501 
0.430128 0.680130 0.864321 0.337666 
0.917355 0.463022 0.838551 0.959449 
0.861200 0.315760 0.129917 0.035416 
0.627625 0.182367 0.223234 0.441298 
0.167589 0.592531 0.962784 0.234113 
0.611226 0.581048 0.274676 0.878653 
0.510656 0.361034 0.669068 0.718424 
0.188786 0.777591 0.396907 0.868020 
0.785873 0.723838 0.196182 0.496104 
0.412740 0.006442 0.815670 0.184316 
0.827716 0.575835 0.745870 0.741927 
0.324055 0.485423 0.114921 0.353120 
0.978401 0.603620 0.026537 0.081112 
0.613014 0.531440 0.504607 0.105145 
0.963613 0.452083 0.230867 0.688357 
0.474705 0.309503 0.809196 0.547164 
0.091349 0.831995 0.356942 0.311039 
0.651983 0.422866 0.568081 0.967766 
0.984960 0.584496 0.666146 0.149991 
0.357072 0.043105 0.434907 0.144413 
0.596125 0.402922 0.233443 0.537037 
0.480883 0.943854 0.009772 0.615018 
0.344388 0.188875 0.736155 0.425285 
0.997794 0.284354 0.385206 0.593726 
0.263671 0.381990 0.663405 0.761583 
0.462109 0.476699 0.499956 0.553793 
0.279638 0.428101 0.059976 0.780145 
0.226575 0.641557 0.923143 0.873849 
0.934115 0.372323 0.620500 0.300087 
0.300682 0.766552 0.244041 0.377346 
0.586844 0.280618 0.239906 0.939758 
0.894241 0.812245 0.720654 0.788858 
0.013168 0.168455 0.514899 0.362656 
0.699099 0.833105 0.448403 0.685016 
0.568192 0.156168 0.845172 0.621370 
0.982135 0.131134 0.577709 0.660588 
0.702782 0.114196 0.711733 0.638132 
0.943823 0.819611 0.099774 0.776815 
0.010795 0.845446 0.111085 0.531867 
0.007788 0.635807 0.329084 0.926961 
0.182607 0.133593 0.193685 0.049085 
0.947678 0.123954 0.204751 0.284952 
0.217588 0.073964 0.375145 0.970401 
0.336715 0.859322 0.348839 0.166813 
0.352523 0.178708 0.243526 0.413815 
0.211162 0.608670 0.633850 0.670306 
0.271616 0.562389 0.754372 0.439409 
0.479828 0.050344 0.612959 0.508413 
0.600060 0.226532 0.353380 0.055179 
0.299921 0.060084 0.928805 0.402964 
0.283931 0.811553 0.048290 0.898816 
0.644120 0.727608 0.629958 0.351308 
0.631911 0.654611 0.125379 0.901400 
0.992688 0.900889 0.136942 0.139071 
0.801077 0.481791 0.863981 0.304962 
0.738745 0.320366 0.052156 0.450968 
0.223857 0.305034 0.080090 0.217289 
0.528057 0.278497 0.528147 0.447951 
0.320635 0.965090 0.879463 0.812421 
0.491136 0.969241 0.870022 0.996978 
0.665888 0.212235 0.987395 0.480046 
0.762210 0.291995 0.791028 0.168630 
0.394634 0.761808 0.944962 0.707267 
0.198402 0.973722 0.017980 0.471126 
0.465475 0.498058 0.121271 0.973327 
0.858813 0.244201 0.645777 0.208573 
0.819093 0.407620 0.075138 0.254559 
0.734465 0.253000 0.293095 0.397897 
0.288186 0.301359 0.459223 0.580478 
0.131434 0.697930 0.069445 0.384916 
0.885430 0.126069 0.826475 0.908716 
0.722240 0.840681 0.890940 0.493863 
0.426989 0.985799 0.219371 0.315471 
0.318882 0.505765 0.802931 0.191146 
0.889752 0.669640 0.795592 0.532864 
0.249340 0.880288 0.305734 0.728668 
0.381791 0.399846 0.466646 0.586759 
0.145862 0.468183 0.581142 0.753770 
0.117428 0.934133 0.936881 0.202122 
0.484480 0.509757 0.981881 0.204679 
0.335129 0.931333 0.832886 0.258290 
0.233314 0.751279 0.976869 0.411439 
0.715348 0.273335 0.760767 0.943124 
0.939628 0.825056 0.717599 0.122939 
0.704087 0.237061 0.418795 0.906386 
0.215115 0.537669 0.873532 0.648069 
0.659015 0.922731 0.175549 0.656236 
0.507886 0.016217 0.176041 0.918451 
0.153572 0.705058 0.751510 0.157659 
0.716193 0.744301 0.681582 0.038242 
0.350313 0.848970 0.549734 0.318809 
0.259862 0.676932 0.003167 0.629927 
0.307595 0.326198 0.413957 0.073970 
0.138192 0.960231 0.567080 0.785077 
0.882008 0.201770 0.691055 0.463214 
0.150134 0.768470 0.441371 0.031846 
0.690211 0.161922 0.492435 0.514302 
0.799293 0.140446 0.587809 0.774560 
0.096840 0.667011 0.200717 0.179973 
0.669081 0.034442 0.781505 0.831923 
0.204152 0.489579 0.725100 0.993279 
0.156679 0.996377 0.340362 0.062189 
0.105412 0.616410 0.377540 0.456942 
