4 150 0.068953
0.571452 0.542564 0.490105 0.663088 
0.506840 0.233199 0.968560 0.742064 
0.765609 0.381166 0.507922 0.670745 
0.152613 0.623453 0.448588 0.590525 
0.626294 0.398935 0.809120 0.873931 
0.337780 0.236691 0.774456 0.947390 
0.960779 0.179946 0.780552 0.535407 
0.139647 0.835534 0.921823 0.989392 
0.494264 0.707481 0.317811 0.701432 
0.847747 0.225459 0.755476 0.004484 
0.214469 0.027615 0.917963 0.154746 
0.749921 0.469745 0.137848 0.781361 
0.981716 0.769492 0.892094 0.805002 
0.931568 0.752672 0.277046 0.713486 
0.262614 0.608002 0.946536 0.105527 
0.321205 0.596462 0.761311 0.431787 
0.915744 0.619868 0.684137 0.910517 
0.130848 0.080935 0.231749 0.833731 
0.117530 0.241626 0.836384 0.457455 
0.188396 0.994844 0.178119 0.613310 
0.047153 0.207648 0.901307 0.723446 
0.768736 0.679814 0.871178 0.168570 
0.456636 0.644556 0.804343 0.260889 
0.101419 0.251491 0.282023 0.326409 
0.068549 0.303733 0.621275 0.828774 
0.909488 0.660631 0.997778 0.464081 
0.544364 0.203030 0.338104 0.584583 
0.078817 0.365648 0.217641 0.772147 
0.350161 0.519364 0.724952 0.977195 
0.406042 0.144209 0.000713 0.647923 
0.282039 0.637907 0.714971 0.596092 
0.385448 0.888190 0.060757 0.469448 
0.690410 0.991202 0.652998 0.398776 
0.416566 0.578631 0.126925 0.339419 
0.122930 0.875593 0.955506 0.421726 
0.162618 0.164454 0.637880 0.273578 
0.575619 0.978490 0.769945 0.821713 
0.170805 0.438167 0.328923 0.068171 
0.559738 0.823900 0.787957 0.062496 
0.681178 0.047463 0.829755 0.761215 
0.986923 0.844579 0.541073 0.183739 
0.875614 0.413573 0.323588 0.965358 
0.227856 0.926911 0.307030 0.851770 
0.180505 0.854944 0.662619 0.914925 
0.654769 0.108299 0.930505 0.150048 
0.833061 0.800600 0.198274 0.446509 
0.157804 0.486773 0.514720 0.996517 
0.444711 0.425282 0.527780 0.524534 
0.807875 0.693235 0.444245 0.493520 
0.146491 0.937843 0.701517 0.546999 
0.040390 0.791700 0.165472 0.931139 
0.821121 0.005163 0.046644 0.092531 
0.967027 0.948113 0.159532 0.251671 
0.030567 0.582600 0.689449 0.257707 
0.113165 0.850282 0.289922 0.082553 
0.978775 0.501959 0.467813 0.639171 
0.591362 0.918028 0.167589 0.789357 
0.709972 0.386853 0.799999 0.330952 
0.671513 0.307254 0.344908 0.889582 
0.881100 0.369687 0.241204 0.576756 
0.244404 0.669230 0.573381 0.679028 
0.639331 0.077120 0.109362 0.748819 
0.279744 0.536301 0.299361 0.417394 
0.804846 0.445667 0.304854 0.844934 
0.612189 0.481022 0.457013 0.756606 
0.524404 0.509131 0.814045 0.024832 
0.257630 0.830803 0.142149 0.137916 
0.487330 0.254786 0.910697 0.410887 
0.060219 0.866343 0.655343 0.221109 
0.857179 0.659065 0.223405 0.206893 
0.617256 0.039421 0.190161 0.177471 
0.056259 0.880792 0.031317 0.292108 
0.085457 0.683934 0.388241 0.296929 
0.785480 0.962179 0.383143 0.286563 
0.722190 0.359562 0.744520 0.625981 
0.504558 0.155706 0.566897 0.434589 
0.867102 0.217141 0.379983 0.778208 
0.343845 0.430173 0.852978 0.733570 
0.012119 0.335537 0.586768 0.516323 
0.743080 0.054175 0.211854 0.503526 
0.534635 0.959897 0.962018 0.235516 
